{'position': {'x': 1176.920654, 'y': 148.313522, 'z': -689.335876}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1739.837769, 'y': 159.78183, 'z': -740.322632}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1673.786743, 'y': 141.923981, 'z': -919.220337}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1748.018799, 'y': 147.457184, 'z': -905.137756}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1528.897949, 'y': 148.220459, 'z': -467.088287}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1784.4198, 'y': 146.907852, 'z': -887.287537}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1531.016479, 'y': 137.680283, 'z': -857.976318}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'volcano', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1698.44043, 'y': 142.807236, 'z': -890.804932}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1756.602783, 'y': 146.615387, 'z': -836.991577}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1755.963501, 'y': 159.843201, 'z': -634.761597}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1830.166382, 'y': 146.615387, 'z': -836.863037}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1699.242432, 'y': 145.883179, 'z': -786.171143}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1775.522949, 'y': 162.869324, 'z': -645.102478}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1790.293213, 'y': 146.449997, 'z': -823.918091}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1728.705078, 'y': 145.312805, 'z': -862.371399}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1719.059204, 'y': 155.001022, 'z': -751.412903}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1707.41394, 'y': 158.500595, 'z': -700.023071}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1775.153076, 'y': 162.074005, 'z': -633.540039}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1746.416992, 'y': 160.993271, 'z': -672.933777}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1041.634766, 'y': 161.319366, 'z': -507.736176}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1463.060059, 'y': 163.250122, 'z': -296.992096}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1741.353638, 'y': 156.638138, 'z': -748.117432}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1122.646606, 'y': 154.474319, 'z': -563.962891}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1301.017456, 'y': 159.379074, 'z': -854.386292}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1734.709595, 'y': 148.946716, 'z': -916.340881}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1615.243042, 'y': 139.382294, 'z': -846.335876}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1714.242188, 'y': 153.561035, 'z': -993.828003}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1757.617432, 'y': 159.618393, 'z': -626.784668}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1779.232422, 'y': 146.449997, 'z': -801.124268}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1724.937134, 'y': 159.718475, 'z': -625.63324}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1352.277344, 'y': 139.047424, 'z': -783.102661}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1782.228516, 'y': 162.367264, 'z': -712.340759}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1672.577759, 'y': 162.19429, 'z': -495.43811}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1448.631714, 'y': 148.202408, 'z': -541.648071}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1705.561401, 'y': 156.26384, 'z': -678.602478}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1226.126953, 'y': 214.6978, 'z': -260.492981}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1595.998291, 'y': 137.699722, 'z': -883.242798}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1778.337769, 'y': 146.593887, 'z': -814.164795}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1027.221436, 'y': 161.695679, 'z': -494.946381}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1218.826904, 'y': 183.055603, 'z': -394.652191}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1101.580566, 'y': 186.517975, 'z': -338.625397}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1746.214722, 'y': 160.178391, 'z': -737.884888}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1779.607788, 'y': 146.615387, 'z': -785.431335}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1568.187012, 'y': 149.293228, 'z': -497.150391}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1362.358643, 'y': 148.392273, 'z': -511.947388}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1758.183594, 'y': 158.861206, 'z': -739.257141}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1741.457642, 'y': 150.510986, 'z': -919.70874}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1751.570923, 'y': 153.79538, 'z': -951.08075}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1661.87793, 'y': 148.458359, 'z': -681.776794}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1685.958496, 'y': 144.026016, 'z': -806.088745}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1674.894287, 'y': 145.691986, 'z': -750.519043}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1723.025269, 'y': 145.162338, 'z': -851.160889}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1291.31665, 'y': 151.704834, 'z': -561.09021}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1752.98938, 'y': 147.535812, 'z': -904.954224}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1539.601929, 'y': 148.585495, 'z': -486.935425}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1824.283936, 'y': 159.014847, 'z': -754.376282}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1526.440063, 'y': 147.978439, 'z': -604.942627}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1753.442993, 'y': 148.324493, 'z': -762.164307}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1766.250488, 'y': 146.615387, 'z': -772.610352}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1734.008545, 'y': 159.937332, 'z': -566.534119}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1740.291382, 'y': 145.603561, 'z': -891.821411}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1796.932495, 'y': 148.450012, 'z': -782.322693}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1754.534668, 'y': 151.268555, 'z': -915.700928}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1138.138794, 'y': 181.711365, 'z': -850.833374}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1014.171814, 'y': 188.628799, 'z': -752.110413}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1013.136475, 'y': 192.769791, 'z': -293.49472}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1699.105103, 'y': 159.299423, 'z': -586.088745}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1221.196899, 'y': 179.331924, 'z': -457.03241}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1695.878296, 'y': 142.292511, 'z': -920.297791}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1758.501831, 'y': 148.34111, 'z': -762.44043}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1743.364868, 'y': 150.530762, 'z': -917.642822}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1311.502808, 'y': 159.159531, 'z': -906.065002}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1801.07373, 'y': 154.464874, 'z': -952.249451}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1075.464722, 'y': 156.285126, 'z': -568.825928}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1578.043091, 'y': 139.283447, 'z': -809.721008}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1724.606201, 'y': 146.615311, 'z': -788.899963}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1743.397583, 'y': 158.975204, 'z': -599.892273}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1708.435913, 'y': 151.491623, 'z': -755.352783}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1761.087769, 'y': 162.670761, 'z': -681.653748}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1080.039063, 'y': 166.381638, 'z': -995.14856}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1722.372437, 'y': 146.888214, 'z': -775.450256}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1376.248291, 'y': 150.111832, 'z': -354.719269}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1045.472412, 'y': 183.574615, 'z': -807.190247}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1756.870605, 'y': 146.615387, 'z': -840.802734}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1467.73645, 'y': 148.049805, 'z': -477.387451}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1779.904419, 'y': 163.667404, 'z': -653.183838}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1757.10376, 'y': 146.449997, 'z': -781.620483}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1772.148193, 'y': 152.188339, 'z': -990.252686}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1224.629272, 'y': 148.14006, 'z': -713.282166}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1036.541382, 'y': 193.506714, 'z': -271.172333}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1775.678223, 'y': 153.155441, 'z': -916.108765}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1793.891968, 'y': 149.144852, 'z': -907.752625}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1804.589722, 'y': 146.615387, 'z': -793.399719}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1044.453369, 'y': 191.108337, 'z': -316.925293}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1137.845093, 'y': 186.035141, 'z': -304.869385}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1795.708374, 'y': 153.001404, 'z': -972.51355}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1107.061035, 'y': 190.034195, 'z': -279.446442}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1083.918945, 'y': 154.969513, 'z': -576.897888}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1761.883423, 'y': 147.948944, 'z': -764.202698}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1748.269043, 'y': 153.141876, 'z': -991.360352}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1074.529297, 'y': 195.77887, 'z': -243.70929}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1739.808228, 'y': 146.266357, 'z': -826.370361}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1234.905273, 'y': 169.525696, 'z': -494.352722}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1689.324951, 'y': 153.895111, 'z': -687.616028}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1758.806519, 'y': 158.76268, 'z': -600.679688}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1079.506714, 'y': 159.705368, 'z': -524.192932}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1822.50708, 'y': 151.404114, 'z': -888.959167}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1760.399414, 'y': 146.462799, 'z': -874.968567}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1776.7854, 'y': 152.205307, 'z': -985.128418}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1750.398682, 'y': 161.652664, 'z': -730.095703}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1829.095337, 'y': 149.343704, 'z': -865.993347}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1650.610596, 'y': 148.223755, 'z': -674.490662}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1817.61145, 'y': 151.608597, 'z': -781.171326}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1772.157104, 'y': 147.269562, 'z': -896.490356}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1527.19458, 'y': 147.784256, 'z': -521.139648}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1268.410034, 'y': 161.95607, 'z': -875.085205}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1823.411011, 'y': 150.269913, 'z': -879.499146}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1366.106323, 'y': 156.585144, 'z': -346.13147}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1756.933105, 'y': 161.778076, 'z': -665.452087}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1257.461914, 'y': 161.20163, 'z': -952.712646}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1790.917236, 'y': 146.449997, 'z': -852.998596}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1529.201782, 'y': 138.680344, 'z': -805.185913}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1818.589966, 'y': 146.615387, 'z': -798.03418}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1197.165649, 'y': 148.313522, 'z': -691.516907}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1799.549072, 'y': 154.266418, 'z': -957.33075}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1777.000122, 'y': 155.122635, 'z': -956.040161}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1273.026001, 'y': 203.830032, 'z': -280.462341}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1318.437866, 'y': 204.077011, 'z': -257.952698}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
