{'position': {'x': 975.504028, 'y': 149.5, 'z': -1461.805176}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 848.876099, 'y': 128.692291, 'z': -1257.968262}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 722.472046, 'y': 145.934097, 'z': -1046.092163}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 592.943237, 'y': 199.858749, 'z': -1018.727783}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 640.488464, 'y': 145.056595, 'z': -1078.950684}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 843.80896, 'y': 149.845566, 'z': -1255.602783}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 837.575317, 'y': 150.532684, 'z': -1211.081177}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 636.849182, 'y': 193.857376, 'z': -1022.148499}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 726.555786, 'y': 145.738953, 'z': -1030.36853}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 835.829468, 'y': 150.523514, 'z': -1208.871582}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 718.647827, 'y': 104.798615, 'z': -1040.342651}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 732.066162, 'y': 188.767914, 'z': -1003.576416}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 871.178467, 'y': 149.662888, 'z': -1242.4198}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 675.54071, 'y': 144.335037, 'z': -1042.371338}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 590.902222, 'y': 145.829056, 'z': -1068.8573}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 506.27887, 'y': 91.465149, 'z': -1010.62384}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 713.375244, 'y': 103.887733, 'z': -1078.264404}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 704.910217, 'y': 104.11058, 'z': -1079.615112}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 765.829712, 'y': 159.410736, 'z': -1083.021606}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 783.429077, 'y': 103.66301, 'z': -1140.280273}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 803.704468, 'y': 104.262711, 'z': -1200.016846}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 744.16748, 'y': 189.019226, 'z': -1028.983398}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 707.329163, 'y': 104.822807, 'z': -1113.931885}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 811.134033, 'y': 149.787628, 'z': -1209.733521}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 531.60437, 'y': 207.030487, 'z': -1013.365662}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 720.792603, 'y': 104.091278, 'z': -1107.350952}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 854.046082, 'y': 149.689697, 'z': -1222.060791}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 651.782837, 'y': 143.86853, 'z': -1132.034302}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 721.846924, 'y': 145.579773, 'z': -1022.333984}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 751.173584, 'y': 113.36235, 'z': -1016.954224}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 658.497314, 'y': 143.688354, 'z': -1094.079102}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 510.828247, 'y': 211.214996, 'z': -1003.80127}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 676.413818, 'y': 143.083374, 'z': -1118.219604}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 721.720093, 'y': 104.343475, 'z': -1063.420654}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 626.391357, 'y': 194.702606, 'z': -1004.764343}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 808.779297, 'y': 149.763947, 'z': -1209.857178}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 861.203308, 'y': 128.505676, 'z': -1263.384399}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 755.377197, 'y': 113.427902, 'z': -1015.452759}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 813.375366, 'y': 149.728394, 'z': -1193.612061}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 603.342529, 'y': 147.146561, 'z': -1108.242188}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 631.863586, 'y': 145.520477, 'z': -1081.625488}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 783.259888, 'y': 115.326103, 'z': -1010.019897}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 868.877808, 'y': 149.936188, 'z': -1230.997192}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 575.513367, 'y': 203.660736, 'z': -1044.299194}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 744.367737, 'y': 113.400894, 'z': -1000.137207}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 685.048706, 'y': 103.517479, 'z': -1093.969849}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 615.28302, 'y': 153.60611, 'z': -1011.723694}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 809.424011, 'y': 149.954819, 'z': -1184.083862}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 637.967102, 'y': 145.187576, 'z': -1080.329224}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 475.867279, 'y': 215.088379, 'z': -1008.460632}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 599.94043, 'y': 146.628952, 'z': -1066.809082}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 844.729126, 'y': 149.795975, 'z': -1242.499756}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 850.305969, 'y': 149.694565, 'z': -1223.151001}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 734.677612, 'y': 144.157776, 'z': -1099.292603}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 522.133728, 'y': 209.761337, 'z': -1025.625977}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 668.619934, 'y': 105.375885, 'z': -1015.720337}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 741.165649, 'y': 144.672241, 'z': -1105.023438}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 742.96582, 'y': 144.749756, 'z': -1106.661987}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 562.240234, 'y': 205.604401, 'z': -1024.942627}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 619.182129, 'y': 146.64505, 'z': -1101.304443}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 804.208923, 'y': 149.661148, 'z': -1191.899536}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 772.940674, 'y': 159.098572, 'z': -1082.294922}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 600.660645, 'y': 146.370026, 'z': -1049.171875}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 596.284485, 'y': 151.836609, 'z': -1022.09082}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 741.185059, 'y': 189.276016, 'z': -1034.500732}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 877.408081, 'y': 128.306366, 'z': -1244.70874}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 594.580566, 'y': 199.507996, 'z': -1017.627808}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 643.226929, 'y': 194.456009, 'z': -1014.036865}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 472.663239, 'y': 215.045441, 'z': -1004.676025}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 774.308472, 'y': 103.581909, 'z': -1165.976807}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 662.615356, 'y': 140.627777, 'z': -1151.199463}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 828.814331, 'y': 149.95253, 'z': -1230.130005}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 730.209595, 'y': 146.587067, 'z': -1004.766968}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 580.054688, 'y': 146.32991, 'z': -1054.718506}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 864.404358, 'y': 149.894012, 'z': -1236.777466}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 736.521606, 'y': 189.691589, 'z': -1026.936157}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 836.082275, 'y': 150.575089, 'z': -1205.654053}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 845.02417, 'y': 149.839874, 'z': -1258.834106}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 566.658752, 'y': 148.997696, 'z': -1019.543579}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 794.959839, 'y': 150.126801, 'z': -1186.807495}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 633.170471, 'y': 145.867294, 'z': -1047.654785}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 696.203491, 'y': 145.237213, 'z': -1023.712891}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 616.944458, 'y': 149.946838, 'z': -1030.041992}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 708.083313, 'y': 145.739426, 'z': -1007.826416}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 544.028503, 'y': 207.488068, 'z': -1004.026184}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 634.001099, 'y': 194.927643, 'z': -1003.871826}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 841.132874, 'y': 128.780746, 'z': -1232.275024}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 801.317139, 'y': 103.866135, 'z': -1183.218262}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 682.311157, 'y': 104.228333, 'z': -1045.617554}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 646.992798, 'y': 145.004913, 'z': -1095.19751}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 793.689392, 'y': 117.350861, 'z': -1010.877808}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 770.143311, 'y': 103.624702, 'z': -1157.526611}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 569.301758, 'y': 148.983154, 'z': -1020.498291}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 689.223694, 'y': 103.773781, 'z': -1081.312988}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 767.310486, 'y': 103.707932, 'z': -1175.825317}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 649.764282, 'y': 146.078827, 'z': -1033.921997}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 691.554565, 'y': 145.867386, 'z': -1000.963745}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 645.391968, 'y': 145.386993, 'z': -1044.205811}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 497.470001, 'y': 91.312355, 'z': -1000.996338}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 833.826782, 'y': 150.311127, 'z': -1186.063599}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 407.079254, 'y': 366.921539, 'z': -1055.78479}, 'level_range': {'x': 63.0, 'y': 72.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 672.515015, 'y': 104.784683, 'z': -1037.401245}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 837.444702, 'y': 150.566818, 'z': -1207.25061}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 714.411499, 'y': 103.671188, 'z': -1073.554443}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 777.549561, 'y': 114.037552, 'z': -1008.726929}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'volcano', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 617.398865, 'y': 195.589523, 'z': -1033.365967}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 714.711914, 'y': 103.613884, 'z': -1072.356689}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 861.698608, 'y': 149.767365, 'z': -1219.586426}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 670.52533, 'y': 144.855728, 'z': -1053.706909}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 806.128479, 'y': 149.690796, 'z': -1200.668457}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 655.804932, 'y': 142.667953, 'z': -1137.104248}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 667.44397, 'y': 145.349304, 'z': -1013.998047}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 676.227844, 'y': 142.988297, 'z': -1114.143677}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 778.312073, 'y': 158.51593, 'z': -1069.488281}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 710.928955, 'y': 104.365746, 'z': -1085.071411}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'denki_ishi', 'substance': 'denkiishi', 'area_no': 4}
{'position': {'x': 592.61261, 'y': 199.988693, 'z': -1042.987061}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 639.463318, 'y': 144.761322, 'z': -1118.743408}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 716.884705, 'y': 145.633835, 'z': -1018.675293}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 797.664917, 'y': 149.875977, 'z': -1199.246216}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 654.86853, 'y': 144.772171, 'z': -1058.816284}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 709.126221, 'y': 146.45015, 'z': -1039.513794}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 700.097351, 'y': 145.822922, 'z': -1033.192383}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 575.256042, 'y': 148.288605, 'z': -1029.610718}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 869.028381, 'y': 128.428345, 'z': -1228.461182}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 865.811646, 'y': 128.305603, 'z': -1239.784912}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 805.122375, 'y': 149.710419, 'z': -1200.463135}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 653.157654, 'y': 145.360748, 'z': -1041.031616}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 787.393677, 'y': 143.584229, 'z': -1044.682617}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 744.787476, 'y': 173.88533, 'z': -1104.779785}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 649.275146, 'y': 145.603027, 'z': -1082.720459}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 590.697144, 'y': 155.00972, 'z': -1004.015137}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 559.553345, 'y': 148.591064, 'z': -1025.99292}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 644.317993, 'y': 145.371078, 'z': -1089.283691}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 486.509918, 'y': 214.955811, 'z': -1005.614136}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'wasteland', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 695.467102, 'y': 144.737061, 'z': -1015.886047}, 'level_range': {'x': 65.0, 'y': 74.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
